Id,House name,House place,House price,House introduction
729,绿城云栖桃花源,富阳,800,3室/4室/别墅/建筑面积：91-301.06㎡
730,中天宸望,临安,21800,3室/4室/建筑面积：89-125㎡
731,绿城燕语海棠轩,余杭,31200,3室/4室/建筑面积：105-139㎡
732,杰立潮前府,上城,33400,3室/4室/建筑面积：89-127㎡
733,德信C公馆,萧山,26000,商业/建筑面积：42㎡
734,南站之翼,萧山,29000,商业/建筑面积：38㎡
735,德信时光之宸,萧山,18600,3室/4室/建筑面积：89-122㎡
736,杭州嘉里中心逸庐,拱墅,120000,商业/建筑面积：163-270㎡
737,融信滨望雅庭,萧山,28500,3室/4室/建筑面积：106-142㎡
738,花芸春境,上城,31500,3室/4室/建筑面积：101-139㎡
739,观翠揽月轩,上城,67500,4室/5室/建筑面积：144-248㎡
740,中梁云都汇公寓,西湖,30000,商业/建筑面积：34-43㎡
741,中粮悦著云轩,萧山,46000,4室/建筑面积：143-170㎡
742,悦汀蓝玉轩,余杭,20100,2室/3室/4室/建筑面积：67-128㎡
743,建发华发江华玺云,上城,66000,4室/建筑面积：136-199㎡
744,雍景山城,富阳,253,3室/4室/别墅/建筑面积：88-239㎡
745,京港国际中心,萧山,41000,商业/建筑面积：188-271㎡
746,明石东潮府,上城,30000,建筑面积：96000㎡
747,馥香园,拱墅,55530,4室/5室/建筑面积：175-280㎡
748,越秀滨江滨萃悦府,拱墅,36000,4室/5室/建筑面积：128-186㎡
749,学成府,临平,672,3室/4室/别墅/建筑面积：100-180㎡
750,华景川北宸明月,杭州周边,11000,2室/3室/4室/别墅/建筑面积：79-220㎡
751,云潮府,萧山,28300,4室/建筑面积：122-144㎡
752,禹洲滨天地公寓,西湖,25000,商业/建筑面积：34-74㎡
753,绿城九龙仓桂语朝阳,萧山,34675,别墅/建筑面积：172-210㎡
754,明熙府,上城,30900,3室/4室/建筑面积：89-140㎡
755,中梁御府,余杭,37000,3室/别墅/建筑面积：89-176㎡
756,凤起钱潮,上城,111600,3室/4室/5室/建筑面积：137-232㎡
757,北上星云府,余杭,29227,3室/4室/建筑面积：95-115㎡
758,环翼城,上城,36333,商业/建筑面积：66㎡
759,金成英特尔湾,余杭,28653,4室/建筑面积：130-139㎡
760,融创金成璞樾大观,临安,18900,3室/4室/别墅/建筑面积：95-225㎡
761,荣望轩,萧山,28500,3室/4室/建筑面积：98-129㎡
762,荟品天语城,拱墅,54000,3室/4室/5室/建筑面积：119-199㎡
763,绿地众安宸瀚里,临平,23000,3室/4室/建筑面积：86.87-124㎡
764,中旅时光里,临平,30000,3室/4室/建筑面积：89-129㎡
765,华鸿东潮云庭,钱塘,19800,3室/建筑面积：89-99㎡
766,阳光城檀映里,拱墅,47000,3室/4室/建筑面积：115-142㎡
767,万城景湖园,杭州周边,19500,3室/4室/建筑面积：90-137㎡
768,金地玖峯汇,上城,42827,别墅/建筑面积：89-155㎡
769,越秀前滩名邸,上城,55584,4室/别墅/建筑面积：132-149㎡
770,泷悦华府,上城,30900,3室/4室/建筑面积：110-138㎡
771,佳印府,萧山,34371,3室/4室/建筑面积：89-163㎡
772,联发藏珑大境,余杭,38049,4室/别墅/建筑面积：127-167㎡
773,保利欣品华庭,萧山,32000,3室/4室/建筑面积：96-165㎡
774,德信中心,上城,46500,3室/4室/建筑面积：110-150㎡
775,花语天境·江河墅,上城,60266,别墅/建筑面积：181-232㎡
776,富力中心,余杭,33000,商业/建筑面积：41.54-88㎡
777,绿城和庐,余杭,39793,3室/4室/别墅/建筑面积：96-230㎡
778,久雍府,临平,22089,3室/4室/建筑面积：97.15-137.27㎡
779,碧桂园铂玺湾,富阳,22818,3室/建筑面积：89㎡
780,星南站公寓,萧山,38883,商业/建筑面积：37.7-40㎡
781,上坤华景川云栖宸园,临平,21400,3室/4室/建筑面积：89-107㎡
782,联发北秀观云,拱墅,34000,3室/4室/建筑面积：96-130㎡
783,中南春溪集,上城,34203,3室/4室/建筑面积：89-118㎡
784,金科博翠府,拱墅,32000,3室/4室/建筑面积：135-139㎡
785,中豪湘和国际,上城,30000,商业/建筑面积：30-98㎡
786,云安朴座公寓,临安,16500,商业/建筑面积：52-127㎡
787,香栖天第,拱墅,50925,3室/4室/建筑面积：99-128㎡
788,春和云境,拱墅,33000,3室/4室/建筑面积：95-140㎡
789,万达同心湾,富阳,23975,3室/4室/建筑面积：89-130㎡
790,滨江沁语晓庭,拱墅,37201,3室/4室/建筑面积：98-113㎡
791,中冶锦绣华府,拱墅,49000,4室/建筑面积：129-169㎡
792,未来府,杭州周边,13427,3室/4室/建筑面积：87-132㎡
793,御清城,临平,21400,3室/4室/建筑面积：89-139㎡
794,新城璟隽名邸,萧山,32000,3室/4室/商业/建筑面积：30-129㎡
795,印象苕溪,临安,21215,3室/建筑面积：89-108㎡
796,阳光城保亿?翡丽云邸,临平,30000,3室/4室/别墅/建筑面积：89-139㎡
797,中交理想时代芳华,临平,24000,3室/4室/建筑面积：89-118㎡
798,观湖里,萧山,2000,别墅/建筑面积：240-355㎡
799,融信澜庭启杭,杭州周边,16311,2室/3室/建筑面积：78-98㎡
800,绿城茗春苑,西湖,36616,3室/4室/6室/建筑面积：110-342㎡
801,杭房悦东方,钱塘,504,3室/4室/别墅/建筑面积：85-252㎡
802,建发银泰天悦,桐庐县,21000,3室/4室/建筑面积：98-139㎡
803,春来枫华,拱墅,47682,3室/4室/建筑面积：98-139㎡
804,融创悦融湾,萧山,13700,3室/4室/建筑面积：89-125㎡
805,旭辉宸宇府,萧山,25000,3室/4室/别墅/建筑面积：99-193㎡
806,西投滨江五幸银座,西湖,30933,商业/建筑面积：25-65㎡
807,碧桂园玖晟府,临安,20000,3室/4室/5室/建筑面积：89-140㎡
808,上坤山语四季,临平,21400,3室/4室/建筑面积：89-129㎡
809,光合映住宅,临平,23500,3室/4室/建筑面积：98-125㎡
810,天尔名庭,拱墅,54000,3室/4室/5室/建筑面积：128-173㎡
811,旭辉东原国滨府,萧山,41640,2室/4室/建筑面积：53-179㎡
812,融信沐澜,余杭,38241,3室/4室/别墅/建筑面积：89-139㎡
813,越秀招商云悦湾,上城,58424,4室/别墅/建筑面积：131-199㎡
814,荣安柳岸闻莺,临平,28500,3室/5室/别墅/建筑面积：108-177㎡
815,融创金成十锦台,临安,17000,3室/4室/建筑面积：107-138㎡
816,德信浙旅天空之翼,萧山,23000,3室/4室/建筑面积：89-128㎡
817,杭州大家,拱墅,NaN,3室/4室/建筑面积：118-170㎡
818,万流新邸,萧山,45127,2室/3室/建筑面积：114-164㎡
819,滨江碧桂园翡翠江南,萧山,40135,3室/4室/5室/建筑面积：89-176㎡
820,天城府·天著,上城,53754,2室/3室/4室/建筑面积：60-139㎡
821,东原旭辉璞阅,萧山,38386,3室/4室/建筑面积：89-135㎡
822,大家栖溪,临安,22348,3室/建筑面积：97-125㎡
823,银城云谷天境,西湖,32000,别墅/建筑面积：131-165㎡
824,合景天誉,萧山,38000,3室/4室/别墅/建筑面积：127-228㎡
825,中锐招商星未来,余杭,40564,3室/4室/建筑面积：93-125㎡
826,绿城桂语映月,富阳,20940,3室/4室/建筑面积：95-120㎡
827,世茂璀璨澜宸,余杭,29000,3室/4室/建筑面积：97-126㎡
828,招商融信天澜,西湖,28100,3室/4室/建筑面积：103-133㎡
829,中天雅境,临安,22348,3室/建筑面积：89-89㎡
830,阳光城兴耀花漾里,钱塘,18700,3室/4室/建筑面积：96-116㎡
831,宋都弘阳济宸府,富阳,16300,3室/建筑面积：100-105㎡
832,星光荟公寓,西湖,26800,商业/建筑面积：49-52㎡
833,中粮杭州大悦城印悦,拱墅,32000,商业/建筑面积：69-108㎡
834,运河上城,拱墅,21000,商业/建筑面积：60-120㎡
835,保亿湖风雅园,萧山,33157,别墅/建筑面积：220-253㎡
836,璞云府,临平,21400,3室/4室/建筑面积：88-133㎡
837,电建悦安嘉府,上城,450,3室/别墅/建筑面积：110-160㎡
838,金隅森临澜府AB区,上城,49116,3室/4室/5室/建筑面积：89-129㎡
839,融信空港澜天,萧山,22900,3室/建筑面积：102-116㎡
840,北樾府,临安,22500,2室/3室/4室/建筑面积：68-73㎡
841,复地绿城咏荷郡,临平,22000,3室/4室/建筑面积：99-128㎡
842,恒大观澜府,桐庐县,16925,2室/3室/4室/建筑面积：77-134㎡
843,源著天樾府,临平,30000,3室/4室/建筑面积：89.04-119㎡
844,世茂风颂府,上城,40800,4室/建筑面积：131-139㎡
845,潮听映月府,萧山,37500,4室/5室/建筑面积：127-183㎡
846,中梁沐宸院,余杭,34500,3室/4室/建筑面积：96-138㎡
847,前宸府,萧山,21300,3室/4室/建筑面积：89-139㎡
848,金隅中铁诺德都会森林,上城,70318,3室/4室/建筑面积：124-167㎡
849,星耀中心公寓,滨江,58391,商业/建筑面积：54-60㎡
850,景瑞镜溪绿汀,余杭,57666,别墅/建筑面积：182-188㎡
851,阳光城山水悦江府,富阳,25000,3室/4室/建筑面积：96-118㎡
852,中海御道,上城,57061,3室/4室/建筑面积：185-235㎡
853,德信大江壹号,钱塘,18700,3室/4室/建筑面积：105-130㎡
854,绿城国际社区,临安,21815,3室/4室/建筑面积：90-140㎡
855,越秀景瑞悦见山,临平,26827,2室/3室/别墅/建筑面积：89-138㎡
856,资辉壹方汇,拱墅,39000,商业/建筑面积：33-56㎡
857,春天学府,临安,21917,2室/3室/4室/5室/建筑面积：66-141㎡
858,辉逸云筑,临平,25050,3室/建筑面积：89-128㎡
859,佳兆业云峰,余杭,46066,3室/建筑面积：89-89㎡
860,中国铁建国际汇,拱墅,44000,商业/建筑面积：43-75㎡
861,和光尘樾巢空间,余杭,30000,商业/建筑面积：43㎡
862,碧桂园望江台,建德市,11000,3室/4室/建筑面积：98-132㎡
863,滨江中豪·枫岭云湾,余杭,36100,4室/建筑面积：120-168㎡
864,合能杭玥府,拱墅,36992,3室/4室/建筑面积：89-120㎡
865,滨江嘉品美寓,萧山,60000,3室/4室/5室/建筑面积：120-182㎡
866,香岸云栖燕庐,临平,17250,3室/4室/别墅/建筑面积：105-177㎡
867,滨望之宸府,萧山,16100,3室/4室/建筑面积：89-128㎡
868,江和城和雅苑,建德市,16000,3室/4室/建筑面积：115-131㎡
869,桃李湖滨,临安,27000,2室/3室/4室/别墅/建筑面积：88-260㎡
870,凤凰台住宅,余杭,42595,4室/别墅/建筑面积：118-178㎡
871,星创晶悦府,拱墅,41829,3室/4室/建筑面积：100-138㎡
872,金辉紫雅云邸,西湖,38980,3室/建筑面积：148㎡
873,金地风华东方,桐庐县,16925,3室/4室/建筑面积：93-127㎡
874,宋都如意云庐,桐庐县,19700,3室/建筑面积：105㎡
875,高科商业中心,富阳,15000,商业/建筑面积：36.94㎡
876,德信空港之心公寓,萧山,20720,商业/建筑面积：300㎡
877,上塘九里,余杭,28881,3室/4室/建筑面积：89-123㎡
878,国能悦玺台,临安,21815,3室/4室/5室/建筑面积：88-139㎡
879,杭语蓝庭,余杭,32000,3室/4室/建筑面积：95-135㎡
880,滨江新希望悦潮府,萧山,40000,3室/4室/建筑面积：97-119㎡
881,滨江御虹府,萧山,50000,3室/4室/建筑面积：103-139㎡
882,滨江天澜海岸,上城,53000,4室/5室/6室/建筑面积：178-460㎡
883,锦尚和品府,拱墅,51028,3室/4室/5室/建筑面积：112.48-185㎡
884,万科日耀之城,萧山,47000,3室/4室/5室/建筑面积：105-249㎡
885,保利和者时光印象府,萧山,29609,3室/建筑面积：85-105㎡
886,观品名寓,萧山,47000,4室/5室/建筑面积：169-233㎡
887,渔人码头,钱塘,20930,2室/4室/建筑面积：87-120㎡
888,海伦堡棠锦,余杭,42180,3室/建筑面积：89-89㎡
889,御城御园,临安,16000,5室/建筑面积：280㎡
890,糖朝公寓,萧山,29000,商业/建筑面积：32㎡
891,保利澄品,萧山,33899,4室/5室/建筑面积：127-198㎡
892,阳光星辰,建德市,14660,2室/3室/建筑面积：87.4-126.7㎡
893,春来雅庭,上城,40780,3室/4室/建筑面积：99-139㎡
894,星合映,临平,23600,3室/4室/建筑面积：89-125㎡
895,滨江望涛月明,萧山,37500,3室/4室/建筑面积：108-139㎡
896,永华春语蓝庭公寓,拱墅,28500,商业/建筑面积：300-300㎡
897,碧桂园良樾,余杭,26844,别墅/建筑面积：139㎡
898,云起中心公寓,西湖,40909,商业/建筑面积：33㎡
899,贤辰府,富阳,12500,3室/建筑面积：113.72㎡
900,溪上俪庭,余杭,20000,3室/建筑面积：95-95㎡
901,招商博奥花宸里,萧山,32500,3室/4室/建筑面积：100-130㎡
902,江河鸣翠,上城,57818,3室/4室/5室/建筑面积：143-229㎡
903,绿城交投晓月澄庐,余杭,51365,别墅/建筑面积：195-235㎡
904,柳浪东苑,上城,67437,2室/3室/建筑面积：49.17-81.76㎡
905,万固观澜府,建德市,14660,3室/建筑面积：115㎡
906,傲世邸,萧山,47000,4室/建筑面积：204㎡
907,滨江博语华庭,萧山,49123,3室/4室/建筑面积：99-137㎡
908,玉泉雅苑,建德市,14660,3室/建筑面积：89㎡
909,德信九溪云庄,西湖,48000,建筑面积：61326㎡
910,佳源西溪印象,余杭,40500,建筑面积：37084㎡
911,建发金辉紫璋台,西湖,39056,建筑面积：204789㎡
912,万科缦云坊,余杭,38196,建筑面积：132088㎡
913,蓝城芷园,富阳,58424,建筑面积：34000㎡
914,滨江翠语华庭,萧山,51770,3室/4室/建筑面积：106-125㎡
915,杭行金座,余杭,22000,建筑面积：112056㎡
916,千岛湖时代中心,淳安县,8500,建筑面积：202.83-237.39㎡
917,世茂智慧之门,滨江,61335,建筑面积：2000-2000㎡
918,蜀惠朝闻花城花朝集,萧山,29800,建筑面积：410000㎡
919,黄龙万科中心,西湖,63149,建筑面积：2000-2000㎡
920,钱江西溪新座,西湖,64257,建筑面积：660-850㎡
921,世京云峯,西湖,28000,建筑面积：24827㎡
922,蒲公英天地,钱塘,26394,建筑面积：160152㎡
923,越秀景瑞悦见山商铺,临平,26827,建筑面积：233866㎡
924,新希望滨江锦宸商铺,萧山,49883,建筑面积：87615㎡
925,山水如画,富阳,22677,建筑面积：168706㎡
926,富力西溪悦居商铺,余杭,48249,建筑面积：281435㎡
927,绿众商业中心,萧山,70588,建筑面积：129560㎡
928,融信旭辉湖悦章府商铺,萧山,34602,建筑面积：356000㎡
929,优盟大厦,西湖,23000,建筑面积：97434㎡
930,新风悦居,上城,58424,建筑面积：202037㎡
931,君豪杭州中心,上城,63785,建筑面积：118650㎡
932,滨江大江之星,钱塘,18700,2室/3室/4室/建筑面积：80.16-131.28㎡
933,湖景居,钱塘,32500,建筑面积：59300㎡
934,世纪外滩花园,萧山,34352,别墅/建筑面积：335-440㎡
935,绿城之江1号,西湖,29775,2室/3室/4室/5室/建筑面积：78-420㎡
936,顺发美哉美城,萧山,33899,1室/2室/3室/建筑面积：82-128㎡
937,万科未来城二期,余杭,25713,3室/4室/建筑面积：82-130㎡
938,湘湖壹号,萧山,27745,别墅/建筑面积：410-1380㎡
939,东方御府,上城,57055,4室/5室/建筑面积：180-320㎡
940,香港兴业耦园,余杭,NaN,4室/5室/建筑面积：117-190㎡
941,郡原相江公寓,上城,34203,2室/3室/4室/5室/建筑面积：87.7-255㎡
942,融信杭州公馆,西湖,55917,1室/3室/4室/5室/6室/建筑面积：58-274㎡
943,云栖小镇国际青年社区,西湖,31857,商业/建筑面积：35-85.34㎡
944,嘉丰万悦城,临平,21400,3室/商业/建筑面积：40-125㎡
945,余之城,临平,28500,建筑面积：281715㎡
946,东方君悦,上城,76561,商业/建筑面积：62-180㎡
947,越秀星汇尚城,余杭,48992,2室/3室/4室/建筑面积：75-129㎡
948,绿城玉园,临平,26159,3室/4室/5室/建筑面积：138-310㎡
949,汉峰,滨江,60308,商业/建筑面积：51-99㎡
950,新华园,拱墅,61744,2室/3室/4室/建筑面积：90-215㎡
951,中旅紫金名门,西湖,48103,3室/4室/5室/建筑面积：86-187㎡
952,上实海上海,余杭,38324,3室/4室/建筑面积：110-128㎡
953,盈都江悦城,钱塘,25770,2室/3室/建筑面积：66-110㎡
954,光明尚海湾,萧山,27222,3室/4室/建筑面积：88-188㎡
955,宋都时间国际,上城,36333,商业/建筑面积：40-41㎡
956,西房余杭公馆,余杭,41750,2室/3室/4室/建筑面积：87-132㎡
957,德信郡望,杭州周边,17299,2室/3室/4室/建筑面积：70-134㎡
958,成龙官山邸,临安,17625,3室/4室/建筑面积：143-362㎡
959,盈都君悦,钱塘,26005,2室/3室/4室/建筑面积：70-130㎡
960,佳源湘湖印象,萧山,34051,3室/4室/5室/建筑面积：89-166㎡
961,新湖香格里拉蓝月春晓,余杭,22988,3室/4室/别墅/建筑面积：93-414㎡
962,北大资源颐和江南,余杭,39325,3室/4室/别墅/建筑面积：89-230㎡
963,美丽湾,杭州周边,17513,2室/3室/建筑面积：78-100㎡
964,旭辉东原吴越府,临安,18000,3室/4室/建筑面积：97-118㎡
965,名城博园,余杭,34318,1室/3室/4室/建筑面积：59-161㎡
966,置鼎明珠1号,上城,30500,商业/建筑面积：41-45㎡
967,龙湖水晶郦城,西湖,37342,3室/4室/建筑面积：89-139㎡
968,开元名郡,萧山,40924,3室/建筑面积：89-167㎡
969,铂金名筑,滨江,47980,3室/4室/建筑面积：89-160㎡
970,祥生群贤府,临平,NaN,别墅/建筑面积：116-160㎡
971,天都城滨沁公寓,临平,25050,2室/3室/建筑面积：90-115㎡
972,万科融信西雅图,西湖,NaN,3室/4室/建筑面积：89-139㎡
973,尚城墅,滨江,44885,别墅/建筑面积：88-249㎡
974,滨江铂金海岸,上城,34203,4室/5室/建筑面积：139-173㎡
975,金帝海珀,临平,25822,2室/3室/4室/建筑面积：86.82-166.31㎡
976,九龙仓碧玺,拱墅,51599,4室/建筑面积：176-270㎡
977,西溪永乐城,余杭,32800,3室/4室/商业/建筑面积：50-108㎡
978,德信早安,余杭,38873,3室/5室/建筑面积：89-137㎡
979,顺发江南丽锦,萧山,33899,3室/4室/建筑面积：103-171㎡
980,东日晴好,西湖,29775,3室/建筑面积：89-130㎡
981,千岛湖墅,淳安县,17058,别墅/建筑面积：900-985㎡
982,留香园,上城,56762,3室/4室/建筑面积：101-175㎡
983,宋都东郡国际,钱塘,28750,3室/4室/建筑面积：90-139㎡
984,迪凯运河印象,余杭,43520,商业/建筑面积：60-63㎡
985,阳光城未来悦MAX,余杭,37000,4室/建筑面积：112-160㎡
986,首开杭州金茂府,拱墅,54000,3室/4室/建筑面积：125-168㎡
987,海威新界,滨江,NaN,商业/建筑面积：40-46㎡
988,昆仑公馆,下城,59030,3室/4室/5室/建筑面积：175-400㎡
989,万科大家世纪之光,萧山,33899,3室/建筑面积：81-110㎡
990,仁合银庭,余杭,24359,2室/建筑面积：75.44-94.69㎡
991,朗诗乐府,拱墅,54746,2室/3室/4室/建筑面积：82-182㎡
992,西房拱宸外滩,临平,18000,3室/别墅/建筑面积：89-190㎡
993,融创东南海,萧山,32626,3室/4室/5室/建筑面积：78-139㎡
994,中企艮山府,上城,56797,3室/4室/5室/建筑面积：88-280㎡
995,雅居乐国际花园,余杭,44096,2室/3室/4室/建筑面积：60-127㎡
996,宝龙城市广场,钱塘,25301,商业/建筑面积：43.73-47㎡
997,保利梧桐语,上城,45681,3室/4室/5室/建筑面积：88-139㎡
998,金地西溪风华,余杭,50803,别墅/建筑面积：138-152㎡
999,佳兆业西溪璞园,余杭,58315,别墅/建筑面积：200-288㎡
1000,保利中央公馆,上城,57418,3室/4室/建筑面积：102-140㎡
1001,阳光城文澜府,拱墅,51356,建筑面积：116560㎡
1002,杭州美致生活广场,临平,19500,商业/建筑面积：30.1-90㎡
1003,莱茵知己,临平,26698,3室/别墅/建筑面积：89-265㎡
1004,融创宜和园,拱墅,54324,3室/4室/建筑面积：152-194㎡
1005,康恒悦麒美寓,上城,34203,2室/3室/4室/5室/建筑面积：85-310㎡
1006,昆盛肖邦,上城,34203,2室/3室/建筑面积：75-116㎡
1007,融信学院府,拱墅,49799,2室/3室/4室/建筑面积：78-139㎡
1008,阳光城上林湖,富阳,23864,别墅/建筑面积：140-283㎡
1009,恒大澜悦帝景湾,萧山,27222,3室/4室/5室/建筑面积：85-140㎡
1010,凯文杭庄,临平,26592,别墅/建筑面积：350-450㎡
1011,盛泰名都中心,钱塘,27262,1室/2室/3室/4室/商业/建筑面积：36.34-164㎡
1012,融创瑷颐湾,余杭,50335,3室/4室/5室/建筑面积：89-139㎡
1013,CBC时代大观,临平,25497,商业/建筑面积：37-66㎡
1014,世茂融创茂御居,滨江,49981,商业/建筑面积：37-112㎡
1015,万科未来城梦溪里,余杭,38085,3室/4室/别墅/建筑面积：89-137㎡
1016,滨江西溪之星,余杭,51950,2室/3室/4室/5室/别墅/建筑面积：74-218㎡
1017,星运丽园兰逸,临平,25050,别墅/建筑面积：400㎡
1018,赞成龙兴道一号,临平,21791,建筑面积：87904㎡
1019,复地黄龙和山,余杭,59540,3室/商业/别墅/建筑面积：45-330㎡
1020,向江来时代中心,上城,81070,商业/建筑面积：38-50㎡
1021,远景城市e谷,临平,19500,商业/建筑面积：55-113㎡
1022,汇禾领府,西湖,30933,4室/建筑面积：450-450㎡
1023,宝嘉誉府,西湖,47505,3室/4室/建筑面积：88-118㎡
1024,绿都金域东方,萧山,28765,3室/4室/建筑面积：88.63-125.76㎡
1025,新城香悦奥府,萧山,33899,3室/4室/建筑面积：89-129㎡
1026,赞成杭家,临平,23600,3室/4室/建筑面积：84.3-118.7㎡
1027,开元广场,萧山,23333,建筑面积：700000㎡
1028,融信保利创世纪,萧山,35000,3室/4室/建筑面积：109-129㎡
1029,侨福一品高尔夫公馆,杭州周边,18076,2室/3室/4室/建筑面积：87-168㎡
1030,钱塘梧桐蓝山,临平,27327,3室/4室/建筑面积：85-188㎡
1031,景瑞悦西台,拱墅,52044,3室/4室/建筑面积：90-139㎡
1032,中新御景湾,萧山,39887,2室/3室/4室/5室/建筑面积：89-189㎡
1033,浙旅德信西宸,拱墅,52781,3室/4室/建筑面积：89-113㎡
1034,首开武林8栋,上城,51523,2室/3室/4室/建筑面积：74-129㎡
1035,三盛颐景御园,余杭,39285,别墅/建筑面积：138-280㎡
1036,融信江南学府,萧山,NaN,3室/4室/5室/建筑面积：89-160㎡
1037,德信海德公园,余杭,NaN,3室/4室/建筑面积：83-125㎡
1038,阳光银泰城,下城,45852,商业/建筑面积：50-70㎡
1039,景瑞申花郡,拱墅,48303,3室/建筑面积：88-118㎡
1040,宋都东郡之星,钱塘,25770,2室/3室/建筑面积：70-90㎡
1041,运河天城国际,上城,56354,2室/3室/建筑面积：87-168㎡
1042,交通晓时代,上城,50337,2室/3室/4室/建筑面积：59-115㎡
1043,东亚新干线,上城,36333,商业/建筑面积：43-67㎡
1044,西溪阳光,余杭,32800,商业/建筑面积：71.51-90.37㎡
1045,赞成首府,临平,26688,商业/建筑面积：58-58㎡
1046,金港申悦国际,西湖,48250,商业/建筑面积：42-90.59㎡
1047,碧桂园·天麓府,萧山,27222,3室/4室/建筑面积：87-127㎡
1048,富春新天地,富阳,21642,商业/建筑面积：40-47㎡
1049,德信浙旅东宸,上城,52728,建筑面积：171315㎡
1050,和昌云潮,西湖,23000,商业/建筑面积：42-64㎡
1051,杭州滨江宝龙城,滨江,36800,商业/建筑面积：32-60㎡
1052,大美公寓,临平,25885,2室/3室/4室/建筑面积：81.76-161.08㎡
1053,合景映月台,余杭,49786,3室/4室/别墅/建筑面积：85-225㎡
1054,怡丰城,临平,25714,商业/建筑面积：39㎡
1055,融信永兴首府,萧山,41874,4室/建筑面积：126-180㎡
1056,大家金鼎府,富阳,23975,3室/4室/建筑面积：117-153㎡
1057,保利融信大国璟,萧山,48629,3室/4室/别墅/建筑面积：97-205㎡
1058,苕溪壹号,临安,22348,4室/5室/建筑面积：115-143㎡
1059,麦道大厦,临平,58424,建筑面积：26300㎡
1060,碧桂园深蓝国际,萧山,36000,商业/建筑面积：76-273㎡
1061,绿城玉兰花园,杭州周边,17984,2室/3室/建筑面积：107-162㎡
1062,绿城西溪雲庐,余杭,50590,别墅/建筑面积：184-216㎡
1063,融创杭州印,滨江,36800,商业/建筑面积：46-225㎡
1064,蓝色港湾,钱塘,18700,2室/3室/4室/建筑面积：81-135㎡
1065,融创印时代中心,萧山,21000,商业/建筑面积：53㎡
1066,西湖墅,西湖,36606,别墅/建筑面积：130-205㎡
1067,昆仑府,余杭,49816,3室/4室/5室/别墅/建筑面积：72-360㎡
1068,万科大都会79号,上城,58265,4室/建筑面积：163-196㎡
1069,绿都御景蓝湾,萧山,25356,3室/建筑面积：79-118㎡
1070,郡望府,萧山,31990,3室/4室/建筑面积：90-90㎡
1071,远洋西溪公馆,余杭,48987,2室/3室/4室/别墅/建筑面积：85-342㎡
1072,义桥星天地,萧山,25613,商业/建筑面积：36-82㎡
1073,聚望名座,萧山,29008,建筑面积：276-345㎡
1074,万科金辰之光,萧山,53188,3室/4室/建筑面积：79-128㎡
1075,滨江春盛大江名筑,钱塘,18700,4室/5室/别墅/建筑面积：143-250㎡
1076,德信大江源著,钱塘,18700,3室/4室/建筑面积：89-139㎡
1077,远洋雁归里,萧山,27621,3室/4室/别墅/建筑面积：89-180㎡
1078,临平芳满庭,临平,24000,1室/2室/3室/建筑面积：25-127㎡
1079,金满府,萧山,23196,3室/4室/建筑面积：88-135㎡
1080,千岛湖柏润国际花园,淳安县,13127,1室/2室/3室/4室/建筑面积：44.47-169.1㎡
1081,蓝色嘉园,萧山,17260,2室/3室/建筑面积：60-88㎡
1082,宋都晨光国际,钱塘,24947,3室/4室/建筑面积：134-186㎡
1083,赞成赞城,余杭,34038,3室/4室/建筑面积：88-117㎡
