Id,House name,House place,House price,House introduction
1084,阳光城翡丽公园,萧山,35004,3室/4室/建筑面积：89-108㎡
1085,运河协安蓝郡,西湖,41254,2室/3室/4室/建筑面积：90-173㎡
1086,浙商开元名都祺寓,临平,26839,商业/建筑面积：50.68-94.83㎡
1087,明华名港城二期,萧山,17260,3室/4室/建筑面积：92-160㎡
1088,爱尚里,西湖,30933,商业/建筑面积：37-92㎡
1089,北湖绿洲花园,余杭,34166,2室/3室/4室/建筑面积：81-146㎡
1090,新时代城市家园,余杭,43941,2室/3室/建筑面积：80-128㎡
1091,百家乐西园,余杭,51544,别墅/建筑面积：312-480㎡
1092,金辉贤林信步,余杭,23000,建筑面积：81857㎡
1093,坤大玉龙湾,钱塘,18700,3室/4室/建筑面积：83-113㎡
1094,华源天盛中心,临平,24452,2室/3室/建筑面积：86-139㎡
1095,中国铁建西湖国际城,西湖,38760,3室/4室/建筑面积：89-138㎡
1096,中和北宸府,临平,23600,3室/建筑面积：87.36-117.09㎡
1097,东方一号,萧山,33899,3室/4室/建筑面积：86-173㎡
1098,融创金成英特学府,余杭,42269,别墅/建筑面积：171-183㎡
1099,金都西花庭,余杭,42730,2室/3室/4室/6室/建筑面积：82-166㎡
1100,金隅空港公馆,钱塘,27983,商业/建筑面积：52-55㎡
1101,绿城千岛湖度假公寓,淳安县,13127,1室/2室/4室/建筑面积：67-259㎡
1102,岛上锦源,临安,20025,别墅/建筑面积：457.4-665.92㎡
1103,杭州未来广场,余杭,49735,商业/建筑面积：33-68㎡
1104,文居学府,富阳,23975,3室/4室/建筑面积：83-103㎡
1105,金地大运河府,拱墅,50055,4室/别墅/建筑面积：103-151㎡
1106,绿城凤起潮鸣,拱墅,66925,建筑面积：112860㎡
1107,富春和园,杭州周边,21642,3室/4室/5室/建筑面积：137-235㎡
1108,麒麟山庄,临安,19895,别墅/建筑面积：771-1096㎡
1109,大奇山郡,桐庐县,16834,别墅/建筑面积：496-550㎡
1110,天地墅园,萧山,800,别墅/建筑面积：194-260㎡
1111,蓝色春江,桐庐县,16600,3室/4室/建筑面积：140-220㎡
1112,琅琴湾,钱塘,18700,3室/4室/建筑面积：89-138㎡
1113,富力西溪悦墅,余杭,51700,别墅/建筑面积：139-139㎡
1114,金地湖城大境,杭州周边,18008,2室/4室/建筑面积：86-140㎡
1115,创客空间,余杭,47963,商业/建筑面积：44-46㎡
1116,南润名座,萧山,25000,商业/建筑面积：16-135㎡
1117,天阳武林邸,拱墅,53457,3室/4室/建筑面积：110-135㎡
1118,碧桂园珑悦,萧山,33899,3室/4室/建筑面积：118-139㎡
1119,建境巧克力公馆,萧山,28882,商业/建筑面积：45-132㎡
1120,金隅观澜时代,钱塘,34623,1室/2室/3室/4室/建筑面积：84-272㎡
1121,德信英溪大院,杭州周边,16239,3室/4室/别墅/建筑面积：120-200㎡
1122,水岸瑶琳,桐庐县,24360,3室/4室/建筑面积：90-138㎡
1123,金色和庄,钱塘,18700,3室/4室/建筑面积：88-89㎡
1124,金城华府,杭州周边,17918,2室/3室/4室/建筑面积：95-188㎡
1125,天都城天熙公馆,临平,25050,4室/5室/建筑面积：195-249㎡
1126,公园城,杭州周边,17465,3室/建筑面积：109-143㎡
1127,西墅绿洲,杭州周边,18042,1室/2室/3室/4室/建筑面积：65-135㎡
1128,旭辉中粮朗香郡,临安,21815,3室/4室/建筑面积：98-143㎡
1129,郡原九润公寓,上城,34203,3室/4室/建筑面积：89-169㎡
1130,保利唐宁十号府,钱塘,26180,别墅/建筑面积：300㎡
1131,赞成个墅,余杭,44096,别墅/建筑面积：240-240㎡
1132,西溪泊岸,余杭,32800,商业/建筑面积：48-58㎡
1133,华景川玉兰花园,杭州周边,17500,3室/建筑面积：75-89㎡
1134,汇宇和庭,萧山,27222,3室/别墅/建筑面积：90-221㎡
1135,经纬美耀湾,临平,27542,别墅/建筑面积：179-280㎡
1136,江山御墅,桐庐县,16379,3室/4室/别墅/建筑面积：118-517㎡
1137,金色时代,杭州周边,17435,3室/建筑面积：93-132㎡
1138,宋都橄榄墅,钱塘,25770,建筑面积：150000㎡
1139,华立永通逸城,杭州周边,31762,别墅/建筑面积：207-240㎡
1140,众安白马山庄,余杭,38111,2室/别墅/建筑面积：88-217㎡
1141,云都凤凰城,桐庐县,16925,2室/3室/4室/建筑面积：88-210㎡
1142,C·C·TOWN西溪堂,余杭,48760,商业/建筑面积：440㎡
1143,百骊府,杭州周边,17435,5室/建筑面积：192㎡
1144,远顺星公馆,临平,19500,商业/建筑面积：54㎡
1145,顺发一品江山,桐庐县,16925,3室/建筑面积：189-228㎡
1146,天珀府,临平,28000,3室/4室/建筑面积：89-137㎡
1147,中赢云际,滨江,40000,建筑面积：45㎡
1148,南洋名都,临安,17743,3室/建筑面积：127㎡
1149,黄龙御玺,萧山,42667,商业/建筑面积：88.42-109.68㎡
1150,光明逸品春江,富阳,25021,3室/建筑面积：96-101㎡
1151,绿城乌镇雅园,杭州周边,16216,1室/2室/3室/建筑面积：56-140㎡
1152,临江时代花苑,钱塘,18700,3室/4室/建筑面积：126-139㎡
1153,远邦嘉裕天城,萧山,17260,建筑面积：138200㎡
1154,恒鑫贤明府,杭州周边,11070,3室/建筑面积：115㎡
1155,通和十二橡树,临平,27242,别墅/建筑面积：200-260㎡
1156,半岛国际·半岛壹号,滨江,66145,2室/3室/4室/建筑面积：76-317㎡
1157,万科璞悦湾,滨江,38000,2室/3室/4室/建筑面积：90-130㎡
1158,朗诗未来街区,临平,21400,2室/3室/建筑面积：68-114㎡
1159,滨江万家名城,余杭,46887,3室/4室/建筑面积：89-139㎡
1160,保利东湾,钱塘,32126,2室/3室/4室/建筑面积：77-212㎡
1161,绿都金域兰庭,萧山,25356,2室/3室/建筑面积：85-128㎡
1162,绿城蘭园,下城,57633,2室/3室/4室/商业/建筑面积：74-207㎡
1163,东方一品,萧山,48967,3室/4室/5室/建筑面积：160-270㎡
1164,新城山语院,临平,21400,2室/3室/4室/建筑面积：70-138㎡
1165,中天西城纪,西湖,52834,商业/建筑面积：33-65㎡
1166,天乐浅隐山,萧山,15631,2室/3室/别墅/建筑面积：89-423㎡
1167,绿城丽江公寓,上城,34203,2室/3室/4室/建筑面积：85-198㎡
1168,中交悦西溪,余杭,50803,3室/4室/别墅/建筑面积：90-244㎡
1169,朗诗田园绿郡,拱墅,36615,2室/3室/4室/建筑面积：88-199㎡
1170,西溪蝶园,西湖,50703,1室/3室/4室/建筑面积：53-253㎡
1171,嘉凯城名城公馆,拱墅,51937,3室/4室/5室/别墅/建筑面积：122-320㎡
1172,融信蓝孔雀,拱墅,49817,2室/3室/建筑面积：72-107㎡
1173,玲珑府?叮当,滨江,36800,商业/建筑面积：47-47㎡
1174,滨江·金色黎明,上城,52306,3室/4室/建筑面积：87-173㎡
1175,望江府,上城,68555,3室/4室/建筑面积：89-185㎡
1176,玲珑府,滨江,53646,3室/5室/建筑面积：76-115㎡
1177,大家运河之星,拱墅,35109,3室/建筑面积：80-89㎡
1178,保亿丽景山,余杭,44156,3室/建筑面积：89-130㎡
1179,万科公园大道,上城,51484,3室/建筑面积：90-132㎡
1180,和达东东城,钱塘,28896,1室/2室/建筑面积：36-61㎡
1181,盛奥西溪铭座,余杭,48187,商业/建筑面积：45-177㎡
1182,同人精华大厦,西湖,51000,商业/建筑面积：30.79-53.06㎡
1183,南北乐章,余杭,36198,2室/3室/4室/建筑面积：75-119㎡
1184,滨江钱塘印象,上城,69241,3室/4室/建筑面积：166-259㎡
1185,耀达金鼎阳光,余杭,24359,3室/4室/建筑面积：83-109㎡
1186,华鼎君临天下城,临平,21400,1室/建筑面积：53-55㎡
1187,泊悦府,余杭,44148,3室/建筑面积：88-150㎡
1188,名城湖左岸,钱塘,32500,3室/4室/5室/建筑面积：89-139㎡
1189,天翔憬天国际,萧山,27222,1室/建筑面积：43-56㎡
1190,和达城,钱塘,28750,2室/3室/4室/商业/建筑面积：40-139㎡
1191,滨江紫金府,西湖,50852,3室/4室/别墅/建筑面积：89-330㎡
1192,华门新西湖小镇,余杭,40564,2室/3室/建筑面积：74-137.24㎡
1193,华元爱丁郡,余杭,52911,2室/3室/4室/建筑面积：89-163㎡
1194,嘉里桦枫居,下城,40152,2室/3室/4室/建筑面积：84-139㎡
1195,润和西溪郡,余杭,52212,3室/5室/别墅/建筑面积：88.67-380㎡
1196,中豪七格,钱塘,30871,商业/建筑面积：45-50㎡
1197,原筑壹号,上城,50056,1室/2室/建筑面积：74-81㎡
1198,海威国际,滨江,62042,4室/建筑面积：159.46-171.25㎡
1199,中粮云涛名苑,萧山,24377,2室/3室/5室/建筑面积：86-265㎡
1200,云都美浓小镇,萧山,14979,2室/4室/别墅/建筑面积：59-330㎡
1201,远洋擎峯,拱墅,54360,商业/建筑面积：46-90㎡
1202,江南铭庭,滨江,47129,2室/3室/建筑面积：89-139㎡
1203,冠宇隽园,上城,30900,2室/3室/建筑面积：80-135㎡
1204,天邑国际,拱墅,52521,1室/建筑面积：40.12-83.8㎡
1205,宜家时代,拱墅,52317,1室/2室/建筑面积：43.45-87.39㎡
1206,滨江金色江南,萧山,33899,3室/4室/建筑面积：89-125㎡
1207,桔子里,西湖,30933,商业/建筑面积：42-50㎡
1208,Yhome公寓,余杭,25713,1室/建筑面积：50-50㎡
1209,中海西溪华府,西湖,49688,2室/3室/建筑面积：90-90㎡
1210,越秀星汇悦城,余杭,38688,3室/4室/建筑面积：85-115㎡
1211,野风珑园,临平,28500,3室/4室/建筑面积：89-139.81㎡
1212,城建锦昌年华,临平,23600,2室/3室/4室/建筑面积：63-152㎡
1213,大家之江悦,西湖,29775,2室/3室/4室/建筑面积：89-186㎡
1214,德信北海公园,拱墅,50272,2室/3室/4室/建筑面积：72-139㎡
1215,五月花城,临平,25050,2室/3室/5室/建筑面积：89.77-239㎡
1216,江南明城金座,萧山,43250,商业/建筑面积：36-117㎡
1217,中港金岸提香,余杭,38873,2室/3室/建筑面积：72-128㎡
1218,雅戈尔御西湖,西湖,58249,2室/3室/4室/建筑面积：90-189㎡
1219,东和云第,滨江,38000,3室/4室/建筑面积：85-165㎡
1220,云厦连园,滨江,54380,3室/4室/建筑面积：89-138㎡
1221,禧福汇,上城,34203,1室/2室/3室/建筑面积：36.4-100.12㎡
1222,绿城巧园,滨江,38000,2室/3室/建筑面积：89-135㎡
1223,伟邦江南名都,桐庐县,16925,3室/4室/建筑面积：89.47-123.39㎡
1224,华联钱塘公馆,上城,76561,建筑面积：62365㎡
1225,富力西溪悦居,余杭,48249,3室/4室/建筑面积：89-139㎡
1226,财富之星,杭州周边,13291,商业/建筑面积：36-36㎡
1227,凯德龙湾,拱墅,52267,3室/4室/5室/建筑面积：160-300㎡
1228,钱塘梧桐燕庐,西湖,29775,2室/4室/别墅/建筑面积：86-350㎡
1229,广大逸品,临平,24140,2室/3室/4室/6室/建筑面积：89-240㎡
1230,野风春晓,杭州周边,23864,2室/建筑面积：60-74㎡
1231,野风秋雅,杭州周边,23864,2室/3室/4室/建筑面积：65-125㎡
1232,绿城财通中心,钱塘,32500,1室/2室/建筑面积：42-106㎡
1233,江湾绿苑,萧山,17260,2室/3室/4室/别墅/建筑面积：84-288㎡
1234,西墅锦园,杭州周边,17498,2室/3室/4室/建筑面积：93.6-137㎡
1235,华润翠庭,下城,44394,3室/建筑面积：89-130㎡
1236,集美岸上蓝山,余杭,48596,2室/3室/4室/建筑面积：87.89-142㎡
1237,金溪园,杭州周边,17498,2室/3室/4室/建筑面积：87.6-156.2㎡
1238,青山湖81号,杭州周边,20362,1室/2室/3室/4室/5室/建筑面积：371.54-409.45㎡
1239,恒安名座,萧山,42414,1室/2室/建筑面积：45-87㎡
1240,中粮晓悦公馆,拱墅,52691,1室/2室/建筑面积：42-88㎡
1241,天乐云都,萧山,15631,2室/3室/建筑面积：89-423㎡
1242,理想四维理想家园,临平,23419,3室/4室/建筑面积：122-174㎡
1243,万均九月庭院,上城,34203,2室/3室/6室/建筑面积：117-134㎡
1244,中兴和园,滨江,50846,3室/5室/建筑面积：127.73-219.54㎡
1245,滨江花园,桐庐县,16925,2室/3室/建筑面积：100-134㎡
1246,杭州来福士广场,上城,81070,建筑面积：384868㎡
1247,湖漫雅筑,滨江,43630,3室/4室/建筑面积：89.04-133.74㎡
1248,檀溪别墅,杭州周边,18106,4室/别墅/建筑面积：270-465㎡
1249,武林华府,拱墅,60705,2室/3室/建筑面积：73.21-122㎡
1250,元丰庆春御府,上城,67798,3室/4室/建筑面积：170-250㎡
1251,玉榕庄,余杭,44414,6室/别墅/建筑面积：300-395㎡
1252,星桥桂花城,临平,25050,2室/3室/建筑面积：75-151㎡
1253,复地又一城,临平,29996,2室/3室/4室/建筑面积：76.55-138.97㎡
1254,嘉信九悦印象,临平,21400,2室/3室/4室/建筑面积：80-250㎡
1255,水乡华庭,临平,23478,2室/3室/4室/建筑面积：82-182㎡
1256,林之语,萧山,33899,2室/3室/建筑面积：73-137㎡
1257,申瑞国际,拱墅,50491,1室/2室/3室/建筑面积：49-86㎡
1258,秀水山居,杭州周边,24360,别墅/建筑面积：350㎡
1259,远洋心里,上城,47954,2室/3室/建筑面积：90-120㎡
1260,万马樱花雅苑,杭州周边,17688,2室/3室/建筑面积：91-117㎡
1261,万银国际,上城,63785,1室/建筑面积：53-70㎡
1262,坤和求是里,西湖,58329,3室/4室/建筑面积：89-138㎡
1263,中意名仕苑,临平,26034,2室/3室/5室/建筑面积：88-230㎡
1264,万盛商贸城公寓,临平,21400,2室/建筑面积：50㎡
1265,广业金禾嘉园,杭州周边,17615,3室/建筑面积：88㎡
1266,双溪竹海雅苑,余杭,22197,3室/建筑面积：89㎡
1267,英冠水天城,萧山,33899,商业/建筑面积：440-440㎡
1268,东城印象,上城,57483,2室/3室/4室/建筑面积：88.62-164.77㎡
1269,嘉威江南水乡,桐庐县,16925,2室/3室/4室/5室/6室/建筑面积：81-256.24㎡
1270,华盛达堂巢,余杭,32800,商业/建筑面积：40.8-92.4㎡
1271,公元名家,杭州周边,21642,2室/3室/4室/建筑面积：85-180㎡
1272,鸿茂八墅OCTVILLAS,富阳,31762,建筑面积：270000㎡
1273,麦佳汇电子商务园,余杭,48494,1室/建筑面积：42.9-51.77㎡
1274,江盛江南岸,钱塘,18700,3室/4室/建筑面积：89-158㎡
1275,华业南岸晶都,滨江,52246,4室/5室/6室/建筑面积：209-263㎡
1276,高尔夫小镇,西湖,37468,建筑面积：24464㎡
1277,云溪竹境,临安,21917,建筑面积：128196㎡
1278,众安恒隆广场,萧山,46134,建筑面积：140000㎡
1279,紫金梦想广场,西湖,30933,建筑面积：50000㎡
1280,璞玉公馆,上城,31500,建筑面积：350000㎡
1281,万诚凰庭,萧山,14787,建筑面积：113358㎡
1282,树兰昆源项目,临平,23967,建筑面积：99554㎡
1283,孔雀城京杭上宸,杭州周边,15816,建筑面积：150000㎡
1284,乐汇城,富阳,21642,建筑面积：102000㎡
1285,世纪晶钻,萧山,54393,建筑面积：61390㎡
1286,杭州新天地写字楼,拱墅,46179,建筑面积：3900-3900㎡
1287,EFC欧美金融城,余杭,49701,建筑面积：2220-3799㎡
1288,金久城市花园,桐庐县,15555,建筑面积：144289㎡
1289,运河财富壹号,拱墅,25000,建筑面积：23824㎡
1290,钱塘汇银中心,余杭,48249,建筑面积：670㎡
1291,糖朝写字楼,萧山,46567,建筑面积：38.79-62.67㎡
1292,华成天地墅园,萧山,34338,建筑面积：63105㎡
1293,润和亿城嘉园,下城,43138,建筑面积：100000㎡
1294,临平华都广场,临平,26164,建筑面积：324-456㎡
1295,红街广场,上城,34203,建筑面积：80000㎡
1296,新农都永泰名苑,萧山,51302,建筑面积：500000㎡
1297,金禾嘉园,杭州周边,17615,建筑面积：47806㎡
1298,吴越山庄,杭州周边,17957,建筑面积：150000㎡
1299,凯旋公馆,桐庐县,15700,建筑面积：24000㎡
1300,天悦时代,拱墅,44000,建筑面积：30000㎡
1301,东方世贸城,萧山,38850,建筑面积：100188㎡
1302,德信滨海广场,杭州周边,10650,建筑面积：43063㎡
1303,绿城元福里,上城,75163,建筑面积：24986㎡
1304,金水湾茗苑,桐庐县,11875,建筑面积：19330㎡
1305,义蓬购物中心商铺,钱塘,24341,建筑面积：87854㎡
1306,赞成中心,上城,5,建筑面积：89812㎡
1307,金顺锦绣时代中心,余杭,42227,建筑面积：93152㎡
1308,恒生科技园,余杭,49701,建筑面积：234000㎡
1309,西溪新城市,余杭,26250,建筑面积：82882㎡
1310,华润万象汇,萧山,46126,建筑面积：320000㎡
1311,杭州港龙城,上城,54796,建筑面积：250000㎡
1312,华联星光时代,滨江,61894,建筑面积：220000㎡
1313,天达广场,上城,52115,建筑面积：99722㎡
1314,合诚之江商务中心,西湖,36502,建筑面积：45798㎡
1315,空港新天地商铺,萧山,18127,建筑面积：200000㎡
1316,大象国际中心,萧山,36000,建筑面积：92941㎡
1317,国泰科技大厦,萧山,36000,建筑面积：60000㎡
1318,凯达商务大厦,上城,71599,建筑面积：47315㎡
1319,智格新城星座,钱塘,33167,建筑面积：60000㎡
1320,西溪谷国际商务中心,余杭,26250,建筑面积：80000㎡
1321,西溪壹号,余杭,26250,建筑面积：93455㎡
1322,浙江财富金融中心,上城,66708,建筑面积：210000㎡
1323,华宁泰富,上城,43563,建筑面积：28615㎡
1324,六和云,西湖,36106,建筑面积：72854㎡
1325,原筑壹号写字楼,上城,47986,建筑面积：200000㎡
1326,杭州新世纪广场,临平,26318,建筑面积：43241㎡
1327,望翠蓝庭,西湖,58600,4室/5室/建筑面积：175-235㎡
1328,深圳特发澜栖府,拱墅,36000,3室/4室/建筑面积：108-168㎡
1329,星创城,余杭,29000,3室/4室/建筑面积：102-133㎡
1330,绿城·燕语春风居,钱塘,30500,3室/4室/建筑面积：105-138㎡
1331,保利都和轩,拱墅,33000,3室/4室/建筑面积：100-148㎡
1332,绿城华润晓月映翠,滨江,51500,3室/4室/建筑面积：108-173㎡
1333,合景揽月臻翠府,上城,40800,3室/4室/建筑面积：105-139㎡
1334,首创禧瑞江南,临平,26600,3室/4室/别墅/建筑面积：93-159㎡
1335,赞成星谷,拱墅,22000,商业/建筑面积：41-64㎡
1336,中天云望,萧山,840,3室/4室/别墅/建筑面积：100-168㎡
1337,观棠明月府,临平,21000,3室/4室/别墅/建筑面积：95-185㎡
1338,碧桂园招商珺悦家园,淳安县,14800,3室/4室/建筑面积：89-138㎡
1339,绿城交投汀岸晓庐,余杭,42520,4室/5室/建筑面积：175-199㎡
1340,滨江运翠轩,余杭,31200,3室/4室/建筑面积：100-139㎡
1341,新世界·城市艺术中心,上城,70307,3室/4室/5室/建筑面积：116-224㎡
1342,融创杭望云潮城,钱塘,30000,3室/4室/建筑面积：105-142㎡
1343,滨江·揽奥望座,萧山,46000,建筑面积：108286㎡
1344,君望花苑,富阳,429,3室/4室/别墅/建筑面积：98-180㎡
1345,杭州大悦城,拱墅,30000,建筑面积：2150㎡
1346,港印中心商铺,萧山,35000,建筑面积：80651㎡
1347,滨江·枫汀云邸,余杭,36100,4室/5室/建筑面积：172-253㎡
1348,绿城春知海棠苑,余杭,31200,3室/4室/5室/建筑面积：111-162㎡
1349,沐春明月,上城,31500,3室/4室/建筑面积：109-145㎡
1350,德信银城观湖之宸,临平,30000,3室/4室/建筑面积：89-118㎡
1351,滨江兴耀滨耀学府,滨江,38000,3室/4室/建筑面积：97-118㎡
1352,溪谷岚湾,余杭,20800,3室/4室/别墅/建筑面积：97-170㎡
1353,上海大华潮悦前城,钱塘,18700,3室/4室/建筑面积：89-117㎡
1354,华元北城芳满庭,余杭,473,3室/4室/别墅/建筑面积：89-240㎡
1355,和雅轩,萧山,34075,3室/4室/5室/建筑面积：96-177㎡
1356,顺发美颂城,萧山,33500,3室/4室/建筑面积：98-119㎡
1357,滨耀城住宅已售罄,临平,28000,3室/4室/建筑面积：96-149㎡
1358,水悦花园,临安,17500,3室/4室/建筑面积：115-165㎡
1359,远洋建华宸章新邸,拱墅,44582,3室/建筑面积：113-127㎡
1360,雅棠轩,萧山,30000,4室/建筑面积：130-139㎡
1361,万城杭安府,杭州周边,17800,2室/3室/4室/建筑面积：73-120㎡
1362,三迪?枫丹雅居,钱塘,14600,3室/建筑面积：95-117㎡
1363,东傲城（住宅）,钱塘,18000,3室/4室/建筑面积：89-119㎡
1364,中交悦美庐,临平,24800,3室/4室/别墅/建筑面积：88-162㎡
1365,三湘印象森林海尚,上城,53343,3室/4室/建筑面积：111-139㎡
1366,上塘源著,临平,21000,3室/4室/建筑面积：89-147㎡
1367,合生创展名邸,上城,33400,3室/4室/建筑面积：89-139㎡
1368,美晟府,临安,17544,3室/4室/建筑面积：97-139㎡
1369,坤和融创开元望金沙,钱塘,41800,3室/4室/建筑面积：101-139㎡
1370,锦上桃源公寓,拱墅,35000,商业/建筑面积：41-41㎡
1371,富景都会,富阳,23975,3室/4室/建筑面积：95-135㎡
1372,保亿麓语湖苑,临安,17000,3室/4室/建筑面积：85-127㎡
1373,宝龙融信新世邸,临安,20880,3室/4室/建筑面积：89-120㎡
1374,时代滨江丹枫四季院,滨江,50105,4室/建筑面积：165-185㎡
1375,佳兆业德信云望璞园,富阳,18100,3室/4室/建筑面积：95-123㎡
1376,华景川樾滨府,萧山,13000,3室/4室/建筑面积：86-113㎡
1377,长麓府,临安,21917,2室/3室/建筑面积：77-99㎡
1378,时代公馆,萧山,21500,3室/4室/建筑面积：89-300㎡
1379,融信远洋厘望NEO1,拱墅,56000,4室/别墅/建筑面积：136-247㎡
1380,仁恒祥生珊瑚世纪雅园,西湖,36773,3室/4室/建筑面积：105-145㎡
1381,绿城华景川蘭园,杭州周边,17716,3室/4室/建筑面积：89-182㎡
1382,月塘璟宸府,上城,42000,4室/别墅/建筑面积：139-174㎡
1383,临安宝龙广场,临安,18000,3室/4室/建筑面积：95-128㎡
1384,融创望潮印Ⅰ期公寓,萧山,26500,商业/建筑面积：34-46㎡
1385,兴耀星漫里,萧山,49200,3室/4室/建筑面积：96-118㎡
1386,中旅归锦府,上城,46500,3室/4室/建筑面积：97-139㎡
1387,杭州融创城,钱塘,24860,3室/4室/别墅/建筑面积：98-220㎡
1388,德信大家运河云庄,余杭,45291,3室/4室/别墅/建筑面积：99-175㎡
1389,滨江翠堤春华轩,萧山,33950,3室/4室/建筑面积：104-139㎡
1390,首开东城金茂府,上城,50000,4室/建筑面积：147-165㎡
1391,滨江碧桂园卧城印象,萧山,39607,3室/4室/别墅/建筑面积：89-199㎡
1392,潮启公寓,杭州周边,17193,3室/4室/建筑面积：84-120㎡
1393,天阅云合源公寓住宅,拱墅,32333,3室/4室/建筑面积：92-145㎡
1394,侨福明园,临平,21400,3室/4室/建筑面积：98-129㎡
1395,滨江金地御品,上城,69800,3室/4室/建筑面积：119-169㎡
1396,新希望滨江锦粼府,萧山,43969,3室/4室/建筑面积：89-126㎡
1397,天阳蓝光蔚蓝,临安,21815,3室/4室/建筑面积：98-129㎡
1398,保利融信和光尘樾,余杭,25713,3室/4室/建筑面积：89-116㎡
1399,德信碧桂园印江南,萧山,27222,1室/3室/建筑面积：47-90㎡
1400,中尚汇府住宅,拱墅,42000,2室/建筑面积：36-40㎡
1401,万科西望,临安,17665,3室/4室/别墅/建筑面积：102-185㎡
1402,蓝城春风燕语,临安,20394,别墅/建筑面积：148-200㎡
1403,天都城沁源公寓,临平,25050,2室/3室/建筑面积：90-115㎡
1404,新湖菲林山,余杭,44399,别墅/建筑面积：220-300㎡
1405,融信旭辉湖悦章府,萧山,34303,3室/4室/别墅/建筑面积：96-162㎡
1406,天阳云栖梅林,桐庐县,20000,3室/4室/别墅/建筑面积：89-177㎡
1407,中海黄龙云起住宅,西湖,68000,4室/建筑面积：139㎡
1408,龙湖春江天越,钱塘,30000,3室/4室/5室/建筑面积：89-167㎡
1409,世茂璀璨澜庭,余杭,39648,3室/4室/建筑面积：97-132㎡
1410,新越锦宸名邸,萧山,37500,3室/4室/建筑面积：95-129㎡
1411,宋都相贤府,钱塘,21098,3室/4室/别墅/建筑面积：89-158㎡
1412,滨江江南名府,萧山,45900,3室/4室/建筑面积：90-115㎡
1413,悦风华,上城,47000,3室/4室/建筑面积：97-125㎡
1414,九天泽一公寓,上城,32000,商业/建筑面积：34-47㎡
1415,保利潮和阅江台轩,拱墅,33000,3室/建筑面积：95-105㎡
1416,未来旭辉城,临安,21815,3室/建筑面积：89-96㎡
1417,中天万科启宸,临安,22348,3室/建筑面积：97-100㎡
1418,广宇锦上文澜,钱塘,28750,3室/建筑面积：89-89㎡
1419,望庐公寓,拱墅,NaN,建筑面积：61495㎡
1420,星创新里程,余杭,35500,商业/建筑面积：37-39㎡
1421,富力湖滨悦居,淳安县,20000,2室/3室/4室/建筑面积：60-138㎡
1422,众安绿城南湖明月,余杭,26000,3室/4室/建筑面积：84-143㎡
1423,滨江滨涛映月,萧山,37500,3室/4室/建筑面积：106.31-137㎡
1424,天珏华庭,拱墅,55143,3室/4室/5室/6室/别墅/建筑面积：137.59-279㎡
1425,永华春语蓝庭,拱墅,39201,3室/4室/建筑面积：98-139㎡
1426,金科博翠碧蓝湾,上城,55669,3室/4室/别墅/建筑面积：110-195㎡
1427,明石东潮府住宅,上城,53562,3室/4室/5室/别墅/建筑面积：97-220㎡
1428,祥生云境,西湖,39000,3室/4室/别墅/建筑面积：110-182㎡
1429,航行前宸湾,余杭,30500,3室/4室/建筑面积：99-139㎡
1430,坤生栖悦公寓,西湖,32500,商业/建筑面积：27-34㎡
1431,佳源优樾,临安,21917,3室/4室/建筑面积：89-132㎡
1432,岸上蓝山公寓,余杭,39000,别墅/建筑面积：137-191㎡
